time,raw_position,kalman_position,kalman_velocity
0.0,34.2549125576344,13.098236793583405,20.21156675764051
0.02,33.60223519111186,19.981259010587443,20.51460581350733
0.04,33.60223519111186,24.32099290808875,20.8586502001498
0.06,33.60223519111186,27.266437037592333,21.200882288747568
0.08,33.60223519111186,29.341338602269843,21.5099674647141
0.1,34.2549125576344,31.01112452736442,21.808843921538156
0.12,33.510677601848904,32.015549339220854,21.976889771395392
0.14,33.41953200623799,32.720499768002185,22.069855068496096
0.16,33.510677601848904,33.25797435703523,22.10869187072762
0.18,34.2549125576344,33.85325277117163,22.178701493358005
0.2,34.2549125576344,34.285232481295786,22.172797969964947
0.22,33.879408045731786,34.49316827051366,22.040956217908228
0.24,33.97264186281092,34.666697629442744,21.87817610606286
0.26,34.73410691847809,35.00107712139859,21.810412047562828
0.28,34.34986905982479,35.13338144878462,21.596794100408577
0.3,34.34986905982479,35.22478247356451,21.34224164604738
0.32,34.34986905982479,35.2860253928656,21.053238269909933
0.34,34.066301929461694,35.24518916032525,20.669014070633516
0.36,34.34986905982479,35.2893213328606,20.347199869448634
0.38,34.83128475509808,35.45168102347667,20.12472354928346
0.4,34.928916204995446,35.59200006999853,19.876691012186907
0.42,33.879408045731786,35.39042569158406,19.289029179922668
0.44,35.32404225817546,35.64758179897255,19.158584624751978
0.46,36.55540305115126,36.18027044258391,19.31495742785577
0.48,36.55540305115126,36.56338175022661,19.31152719091591
0.5,36.66125849211477,36.867155825758154,19.220434102027244
0.52,36.55540305115126,37.052178332990536,18.994727651055662
0.54,36.34522459903804,37.120323265506556,18.633760046959793
0.56,36.45005965557409,37.193417162809524,18.27953567746251
0.58,36.7676297209287,37.33137929478,18.00510240733494
0.6,37.30735625343642,37.58085173947053,17.869294929415272
0.62,37.19834865301043,37.724888244315345,17.602959588539758
0.64,37.4169028801516,37.886403273337336,17.361356110028726
0.66,36.981934695211024,37.87189480845546,16.895992198469525
0.68,36.981934695211024,37.85459894188695,16.4328154661739
0.7,36.87452051661699,37.80428377795326,15.932428712169944
0.72,36.981934695211024,37.79223228637796,15.490655190685125
0.74,36.981934695211024,37.77712105435484,15.051859296065416
0.76,37.19834865301043,37.822735248030725,14.703418292815925
0.78,37.4169028801516,37.91345694445886,14.423396007779795
0.8,37.526992541172156,38.005692551270904,14.15079269742532
0.82,37.74881719786542,38.13163320747822,13.930798129023236
0.84,37.74881719786542,38.217691874976964,13.65905090786792
0.86,38.085729457867345,38.37285704050456,13.491317201846533
0.88,38.1991637589715,38.513417070834585,13.306377542946537
0.9,37.637629284349295,38.446553606489395,12.827034585588422
0.92,38.65866693529182,38.690132621689926,12.808268997598143
0.94,38.42775340452619,38.794943431504336,12.587969095586102
0.96,38.65866693529182,38.933392979005596,12.422221808312049
0.98,38.89193996990062,39.09715082421766,12.297768431084764
1.0,38.77500626008972,39.17708693112423,12.05273408176982
1.02,38.89193996990062,39.26431233040801,11.824775164895682
1.04,39.009472631516815,39.357123972527475,11.611049837582446
1.06,39.009472631516815,39.419717333242865,11.357849369186034
1.08,39.485685786253434,39.59970888532177,11.287216206803501
1.1,38.89193996990062,39.5522237211802,10.876791665140438
1.12,39.1276088586343,39.5817612920093,10.593593054864739
1.14,39.1276088586343,39.59859947242677,10.299018590611725
1.16,39.1276088586343,39.6062967938741,9.99879721910586
1.18,38.89193996990062,39.53841169707399,9.592294257367318
